,Unnamed: 0,line,time,Acceleration(X)[g],Acceleration(Y)[g],Acceleration(Z)[g],AngularRate(X)[dps],AngularRate(Y)[dps],AngularRate(Z)[dps],Temperature[degree],Pressure[hPa],MagnetCount,MagnetSwitch,onCrossroad,crossroadID
79817,79817,79817,46:25.4,-1.251991,-0.2783288,-0.013184,-12.87881,-3.112888,42.0545,17.22,1017.562,0,0,0,0
79818,79818,79818,46:25.4,-0.9004181,-0.1528367,0.01074252,-48.52443,-11.47496,13.97748,17.22,1017.554,0,0,0,0
79819,79819,79819,46:25.5,-0.7134007,-0.04052858,-0.05713065,-48.46339,-11.16977,5.73748,17.22,1017.535,0,0,0,0
79820,79820,79820,46:25.6,-0.9326457,-0.06787317,-0.1718802,-40.8948,-8.423109,-12.26844,17.22,1017.562,0,0,0,0
79821,79821,79821,46:25.7,-0.9106723,-0.262215,-0.09424116,-21.30192,3.47911,-29.8471,17.22,1017.527,0,0,0,0
79822,79822,79822,46:25.8,-0.8681906,-0.1025422,0.0893582,12.57363,12.57363,-7.629627,17.22,1017.527,0,0,0,0
79823,79823,79823,46:25.8,-2.081118,-0.4453261,0.1464888,11.90222,16.29688,23.62133,17.22,1017.562,0,0,0,0
79824,79824,79824,46:25.9,-0.5576342,-0.4677877,0.03613392,28.44325,33.02103,-19.89807,17.22,1017.535,0,0,0,0
79825,79825,79825,46:26.0,-0.8398694,-0.3046968,0.08789331,29.48088,0.1831111,-14.70992,17.22,1017.562,0,0,0,0
79826,79826,79826,46:26.1,-0.8725852,0.10889,0.1806696,51.45421,-5.615406,4.272591,17.22,1017.589,0,0,0,0
79827,79827,79827,46:26.2,-0.6699423,-0.1503952,0.2714927,12.32948,-2.380444,-7.080294,17.22,1017.589,0,0,0,0
79828,79828,79828,46:26.2,-1.197791,0.008789331,0.1293985,0.06103702,-6.469924,39.79613,17.22,1017.589,0,0,0,0
79829,79829,79829,46:26.3,-1.274941,-0.2519608,0.07910398,0.4882962,-10.74252,41.01688,17.22,1017.562,0,0,0,0
79830,79830,79830,46:26.4,-0.9424116,-0.1460005,0.2373119,-22.5837,-15.5034,-9.704886,17.22,1017.617,0,0,0,0
79831,79831,79831,46:26.5,-0.8569598,-0.1362346,0.006836146,-47.73095,-13.61126,-7.873775,17.21,1017.574,0,0,0,0
79832,79832,79832,46:26.6,-0.9521775,-0.17481,-0.100589,-41.01688,-16.48,-3.845332,17.21,1017.565,0,0,0,0
79833,79833,79833,46:26.6,-0.8325449,0.03515732,0.05371258,-3.051851,-8.362072,-15.80859,17.21,1017.574,0,0,0,0
79834,79834,79834,46:26.7,-0.9468063,-0.1049837,0.02929777,0.8545183,-4.516739,-11.10874,17.21,1017.574,0,0,0,0
79835,79835,79835,46:26.8,-1.42143,-0.3393658,-0.005859554,0.9765923,9.704886,16.72414,17.21,1017.546,0,0,0,0
79836,79836,79836,46:26.9,-0.7759026,-0.2563555,0.04736473,16.05274,32.22755,19.77599,17.22,1017.554,0,0,0,0
79837,79837,79837,46:27.0,-1.151891,-0.3667104,0.02099673,8.911405,10.49837,0.122074,17.22,1017.554,0,0,0,0
79838,79838,79838,46:27.0,-0.6020691,-0.06836146,-0.1210974,22.52266,-9.765924,-16.23585,17.22,1017.554,0,0,0,0
79839,79839,79839,46:27.1,-0.9521775,-0.03515732,0.2353587,45.10636,-7.080294,-27.40562,17.22,1017.581,0,0,0,0
79840,79840,79840,46:27.2,-0.8955352,0.1123081,0.3120213,37.84295,-1.22074,-17.94488,17.22,1017.581,0,0,0,0
79841,79841,79841,46:27.3,-0.8569598,-0.3554796,0.1826228,8.117924,6.530961,-1.281777,17.21,1017.574,0,0,0,0
79842,79842,79842,46:27.4,-1.186071,-0.1752983,0.06054872,9.033479,-3.173925,28.44325,17.21,1017.546,0,0,0,0
79843,79843,79843,46:27.4,-1.150426,-0.0634785,0.08447523,17.09036,-10.92563,36.31703,17.21,1017.546,0,0,0,0
79844,79844,79844,46:27.5,-0.8481704,-0.08545183,0.1601611,4.455702,-5.249184,1.159703,17.21,1017.519,0,0,0,0
79845,79845,79845,46:27.6,-0.8418226,-0.05224769,0.04199347,-20.14222,-6.042665,-7.629627,17.21,1017.546,0,0,0,0
79846,79846,79846,46:27.7,-0.8686789,-0.07226783,-0.0249031,-23.07199,-13.36711,-8.423109,17.21,1017.574,0,0,0,0
79847,79847,79847,46:27.8,-0.8232673,0.06054872,0.06640828,5.615406,-3.662221,-8.606219,17.21,1017.574,0,0,0,0
79848,79848,79848,46:27.8,-1.700735,-0.5634938,0.1640675,-2.502518,8.606219,17.27348,17.21,1017.574,0,0,0,0
79849,79849,79849,46:27.9,-0.9790338,-0.2563555,0.005371258,7.812738,16.11377,-2.441481,17.21,1017.538,0,0,0,0
79850,79850,79850,46:28.0,-0.971221,-0.1372112,0.009765923,-2.502518,-4.211555,-8.606219,17.21,1017.546,0,0,0,0
79851,79851,79851,46:28.1,-0.6782433,0.03418073,0.09521775,12.51259,1.403851,-9.21659,17.21,1017.546,0,0,0,0
79852,79852,79852,46:28.2,-0.8423108,0.000488296,0.2026429,6.530961,10.25422,-8.911405,17.21,1017.546,0,0,0,0
79853,79853,79853,46:28.2,-0.8252205,-0.2255928,0.1420942,-9.338664,5.798517,-2.25837,17.21,1017.601,0,0,0,0
79854,79854,79854,46:28.3,-1.244667,-0.24073,-0.06640828,-1.648,-2.563555,15.93066,17.21,1017.601,0,0,0,0
79855,79855,79855,46:28.4,-1.049837,-0.1084017,0.005859554,17.45659,-14.16059,19.71496,17.21,1017.601,0,0,0,0
79856,79856,79856,46:28.5,-0.9297159,-0.1577197,0.06201361,7.141331,-7.202368,-2.502518,17.21,1017.546,0,0,0,0
79857,79857,79857,46:28.6,-0.7168187,-0.07275613,0.01074252,-16.84622,-4.333628,-9.338664,17.22,1017.554,0,0,0,0
79858,79858,79858,46:28.6,-0.8037355,-0.100589,-0.04443495,-13.48918,-7.934813,-10.07111,17.21,1017.574,0,0,0,0
79859,79859,79859,46:28.7,-0.9472945,-0.105472,-0.06787317,-8.606219,-13.00089,-7.934813,17.21,1017.601,0,0,0,0
79860,79860,79860,46:28.8,-0.9219031,0.01123081,0.06152532,2.441481,1.770074,6.225776,17.22,1017.581,0,0,0,0
79861,79861,79861,46:28.9,-1.403851,-0.3315531,0.1728568,-7.507553,15.01511,27.58873,17.21,1017.546,0,0,0,0
79862,79862,79862,46:29.0,-1.170446,-0.3046968,-0.09375286,-5.554368,14.3437,1.342814,17.21,1017.538,0,0,0,0
79863,79863,79863,46:29.0,-0.8169194,-0.03711051,0.007812738,-3.112888,-3.418073,-1.831111,17.21,1017.538,0,0,0,0
79864,79864,79864,46:29.1,-0.735374,-0.04541154,0.1176794,11.29185,3.418073,-8.667256,17.2,1017.53,0,0,0,0
79865,79865,79865,46:29.2,-0.8760033,0.04492325,0.1914121,4.821925,5.432295,-14.03851,17.21,1017.565,0,0,0,0
79866,79866,79866,46:29.3,-0.6850795,-0.09472945,0.1284219,-14.64888,5.798517,-7.019257,17.21,1017.565,0,0,0,0
79867,79867,79867,46:29.4,-0.9682913,-0.1040071,-0.06103702,2.319407,-15.01511,12.75674,17.21,1017.574,0,0,0,0
79868,79868,79868,46:29.4,-0.897,-0.1167028,0.08496353,-1.098666,-1.770074,-3.418073,17.21,1017.546,0,0,0,0
79869,79869,79869,46:29.5,-0.7861568,-0.1391644,-0.07470931,-31.25095,-4.028443,-6.469924,17.21,1017.546,0,0,0,0
79870,79870,79870,46:29.6,-0.8564715,-0.1552782,-0.1064486,-27.10044,-8.117924,-9.765924,17.21,1017.538,0,0,0,0
79871,79871,79871,46:29.7,-0.9277627,-0.1157262,-0.09863582,-7.507553,-3.47911,-11.10874,17.21,1017.565,0,0,0,0
79872,79872,79872,46:29.8,-1.008332,0.02343822,-0.04882962,14.28266,5.554368,-3.051851,17.21,1017.593,0,0,0,0
79873,79873,79873,46:29.8,-1.482467,-0.3305765,0.2646565,11.96326,23.43822,9.277627,17.21,1017.593,0,0,0,0
79874,79874,79874,46:29.9,-0.9043245,-0.5805841,0.0893582,1.892148,29.96918,-6.225776,17.2,1017.585,0,0,0,0
79875,79875,79875,46:30.0,-0.9389935,-0.0888699,0.05664235,-6.286813,-1.22074,-3.784295,17.21,1017.565,0,0,0,0
79876,79876,79876,46:30.1,-0.6899624,-0.04394665,0.1635792,12.45155,6.225776,-6.836146,17.21,1017.565,0,0,0,0
79877,79877,79877,46:30.2,-0.8388928,-0.05175939,0.2485427,2.807703,8.728293,-8.239998,17.21,1017.565,0,0,0,0
79878,79878,79878,46:30.2,-0.7524644,-0.1176794,0.2392651,-16.54103,6.103702,-2.014222,17.21,1017.565,0,0,0,0
79879,79879,79879,46:30.3,-1.011261,-0.1870174,-0.07177953,-21.05777,1.037629,13.67229,17.21,1017.62,0,0,0,0
79880,79880,79880,46:30.4,-1.245155,-0.2504959,0.01171911,6.34785,-5.920591,27.34459,17.21,1017.647,0,0,0,0
79881,79881,79881,46:30.5,-1.070833,-0.1528367,0.1264687,5.554368,-8.239998,11.23081,17.21,1017.62,0,0,0,0
79882,79882,79882,46:30.6,-0.740257,-0.06689657,0.1025422,-11.47496,-6.897183,1.342814,17.21,1017.62,0,0,0,0
79883,79883,79883,46:30.6,-0.7754143,-0.1001007,-0.03027436,-12.81777,-10.13214,-3.234962,17.21,1017.628,0,0,0,0
79884,79884,79884,46:30.7,-0.9775689,-0.08154546,-0.03906369,-9.521775,-17.33451,-7.080294,17.21,1017.62,0,0,0,0
79885,79885,79885,46:30.8,-0.9961241,-0.01757866,0.04150517,8.056887,-6.164739,-10.43733,17.21,1017.62,0,0,0,0
79886,79886,79886,46:30.9,-1.615284,-0.4013794,0.1689505,3.662221,11.16977,2.685629,17.21,1017.62,0,0,0,0
79887,79887,79887,46:31.0,-0.9516892,-0.192877,-0.003906369,-3.662221,2.197333,2.746666,17.21,1017.593,0,0,0,0
79888,79888,79888,46:31.0,-0.6938688,-0.08301035,0.1035188,13.91644,-2.319407,-7.812738,17.21,1017.62,0,0,0,0
79889,79889,79889,46:31.1,-0.8657491,0.03662221,0.2236396,18.37214,2.990814,-6.95822,17.21,1017.62,0,0,0,0
79890,79890,79890,46:31.2,-0.7763909,-0.09814753,0.1875057,1.464888,6.775109,3.601184,17.21,1017.593,0,0,0,0
79891,79891,79891,46:31.3,-0.946318,-0.1289102,-0.09814753,3.112888,1.22074,25.33036,17.21,1017.62,0,0,0,0
79892,79892,79892,46:31.4,-1.33842,0.0258797,-0.01513718,22.40059,-16.29688,28.26014,17.21,1017.647,0,0,0,0
79893,79893,79893,46:31.4,-0.8471938,-0.1313517,0.09814753,10.01007,-10.01007,-1.892148,17.21,1017.593,0,0,0,0
79894,79894,79894,46:31.5,-0.7524644,-0.03173925,-0.0249031,-13.06192,-8.056887,-12.63466,17.21,1017.62,0,0,0,0
79895,79895,79895,46:31.6,-0.8174078,-0.07861568,-0.1118198,-13.06192,-17.09036,-19.10459,17.21,1017.593,0,0,0,0
79896,79896,79896,46:31.7,-0.6884976,0.0253914,-0.04589984,-3.47911,-17.1514,-21.91229,17.21,1017.62,0,0,0,0
79897,79897,79897,46:31.8,-1.42143,-0.1337931,0.09326456,6.591998,-7.934813,-7.507553,17.21,1017.647,0,0,0,0
79898,79898,79898,46:31.8,-1.416547,-0.05371258,0.1689505,3.967406,4.028443,-9.887997,17.21,1017.593,0,0,0,0
79899,79899,79899,46:31.9,-1.012238,-0.5307779,-0.1386761,-31.80029,13.8554,1.525926,17.21,1017.62,0,0,0,0
79900,79900,79900,46:32.0,-1.063509,-0.4140751,-0.1020539,-20.69155,11.23081,-1.770074,17.21,1017.593,0,0,1,83
79901,79901,79901,46:32.1,-0.7778558,-0.1904355,-0.005371258,6.591998,-8.178961,-10.68148,17.21,1017.593,0,0,1,83
79902,79902,79902,46:32.2,-0.6172063,0.00634785,0.113773,23.68236,-1.464888,-7.751701,17.21,1017.593,0,0,1,83
79903,79903,79903,46:32.2,-0.7495346,0.01660207,0.2280343,8.362072,7.385479,-2.624592,17.21,1017.565,0,0,1,83
79904,79904,79904,46:32.3,-0.9145787,-0.3276467,0.1215857,-15.9917,6.897183,12.57363,17.2,1017.53,0,0,1,83
79905,79905,79905,46:32.4,-1.794977,-0.4116337,-0.2417066,-21.48503,-6.042665,43.70251,17.21,1017.565,0,0,1,83
79906,79906,79906,46:32.5,-1.334513,-0.2924894,-0.140141,-21.42399,-26.30696,15.56444,17.2,1017.557,0,0,1,83
79907,79907,79907,46:32.6,-0.4892727,-0.08447523,-0.0380871,2.197333,0.6103702,-11.71911,17.2,1017.585,0,0,1,83
79908,79908,79908,46:32.6,-0.7671133,-0.009277627,-0.09619434,4.211555,-1.037629,-12.75674,17.2,1017.557,0,0,1,83
79909,79909,79909,46:32.7,-1.2725,0.03955199,0.07275613,8.117924,-1.403851,9.460738,17.2,1017.585,0,0,1,83
79910,79910,79910,46:32.8,-1.69097,-0.1635792,0.1474654,-9.460738,14.3437,36.31703,17.2,1017.639,0,0,1,83
79911,79911,79911,46:32.9,-0.8237556,-0.3183691,-0.1225623,-25.63555,17.82281,19.89807,17.2,1017.585,0,0,1,83
79912,79912,79912,46:33.0,-1.042512,-0.3310648,-0.0507828,-24.78103,5.12711,6.225776,17.2,1017.585,0,0,1,83
79913,79913,79913,46:33.0,-0.7182837,-0.04980621,-0.007812738,3.662221,-3.601184,-6.042665,17.2,1017.557,0,0,1,83
79914,79914,79914,46:33.1,-0.7182837,0.05859554,0.1059603,14.58785,4.882962,-10.98666,17.2,1017.557,0,0,1,83
79915,79915,79915,46:33.2,-0.928251,0.0507828,0.2397534,3.234962,14.16059,-11.71911,17.2,1017.612,0,0,1,83
79916,79916,79916,46:33.3,-1.043489,-0.3432722,0.09863582,-9.094516,13.30607,2.624592,17.2,1017.585,0,0,1,83
79917,79917,79917,46:33.4,-1.726127,-0.2563555,-0.0258797,15.01511,6.714072,23.49925,17.2,1017.585,0,0,1,83
79918,79918,79918,46:33.4,-0.9907529,-0.08642842,0.1591845,34.11969,1.037629,9.155553,17.2,1017.577,0,0,1,83
79919,79919,79919,46:33.5,-0.9199499,-0.1367229,0.09228797,21.72918,5.188147,-2.746666,17.2,1017.577,0,0,1,83
79920,79920,79920,46:33.6,-0.6928923,0.0502945,0.05859554,18.49422,-6.34785,-5.615406,17.2,1017.549,0,0,1,83
79921,79921,79921,46:33.7,-0.8730735,0.0512711,0.01904355,20.50844,-9.643849,-11.35289,17.2,1017.612,0,0,1,83
79922,79922,79922,46:33.8,-0.8823512,0.1406293,0.08984649,23.68236,-16.41896,-11.47496,17.2,1017.604,0,0,1,83
79923,79923,79923,46:33.8,-1.631397,-0.3095798,0.1181677,13.55022,-4.882962,11.10874,17.19,1017.596,0,0,1,83
79924,79924,79924,46:33.9,-0.85403,-0.227546,0.001464888,5.005035,2.685629,5.981628,17.19,1017.596,0,0,1,83
79925,79925,79925,46:34.0,-1.150426,-0.2656331,-0.001953185,10.49837,-8.606219,-6.653035,17.2,1017.604,0,0,1,83
79926,79926,79926,46:34.1,-0.6582232,0.1103549,0.06738487,35.82873,-2.075259,-13.184,17.2,1017.604,0,0,1,83
79927,79927,79927,46:34.2,-0.8711203,-0.001464888,0.113773,5.12711,6.897183,-17.57866,17.19,1017.596,0,0,1,83
79928,79928,79928,46:34.2,-0.9521775,-0.1035188,0.08008057,0.06103702,8.362072,4.882962,17.19,1017.569,0,0,1,83
79929,79929,79929,46:34.3,-1.483444,-0.4106571,0.04199347,17.6397,5.005035,19.04355,17.2,1017.577,0,0,1,83
79930,79930,79930,46:34.4,-0.8662374,-0.145024,0.1884823,16.78518,6.225776,-13.00089,17.2,1017.549,0,0,1,83
79931,79931,79931,46:34.5,-0.7739494,-0.01025422,0.1479537,6.042665,8.301035,-10.43733,17.2,1017.577,0,0,1,83
79932,79932,79932,46:34.6,-0.6982635,-0.04589984,0.09961241,-5.73748,-10.98666,-7.202368,17.2,1017.577,0,0,1,83
79933,79933,79933,46:34.6,-0.8955352,-0.0888699,0.06689657,-10.80355,-25.81866,-12.63466,17.2,1017.549,0,0,1,83
79934,79934,79934,46:34.7,-0.9858699,0.001953185,-0.05224769,-10.25422,-17.82281,-2.86874,17.2,1017.604,0,0,1,83
79935,79935,79935,46:34.8,-1.244179,-0.341319,0.153325,-9.460738,3.906369,25.75762,17.2,1017.604,0,0,1,83
79936,79936,79936,46:34.9,-1.364299,-0.4746239,-0.02636799,1.281777,22.64473,-6.286813,17.19,1017.569,0,0,1,83
79937,79937,79937,46:35.0,-0.6425977,0.03662221,0.04687643,5.493332,4.150517,-2.624592,17.2,1017.577,0,0,1,83
79938,79938,79938,46:35.0,-0.6186712,0.008301035,0.09717093,10.5594,8.117924,-12.87881,17.2,1017.577,0,0,1,83
79939,79939,79939,46:35.1,-0.9931944,-0.2016663,0.3574328,-1.525926,6.653035,-24.47585,17.2,1017.604,0,0,1,83
79940,79940,79940,46:35.2,-0.8281503,-0.3632923,0.08789331,-8.667256,9.949034,-2.197333,17.19,1017.596,0,0,1,83
79941,79941,79941,46:35.3,-1.376995,-0.1958068,0.0380871,10.37629,-0.5493332,34.48592,17.19,1017.596,0,0,1,83
79942,79942,79942,46:35.4,-1.040071,-0.1767632,-0.04150517,14.03851,-14.70992,14.70992,17.19,1017.623,0,0,1,83
79943,79943,79943,46:35.4,-0.8281503,-0.09814753,0.1694388,19.22666,2.563555,-6.286813,17.19,1017.596,0,0,1,83
79944,79944,79944,46:35.5,-0.7373272,-0.06543168,0.05517747,7.324442,-0.4882962,-4.211555,17.19,1017.596,0,0,1,83
79945,79945,79945,46:35.6,-0.8701438,-0.09717093,-0.009277627,6.775109,-13.8554,-13.97748,17.19,1017.588,0,0,1,83
79946,79946,79946,46:35.7,-0.9033479,0.05908383,0.1079134,20.20325,-15.19822,-9.765924,17.19,1017.615,0,0,1,83
79947,79947,79947,46:35.8,-0.8071535,-0.3466903,0.1660207,-10.43733,24.47585,16.48,17.19,1017.596,0,0,1,83
79948,79948,79948,46:35.8,-1.093295,-0.209479,0.009765923,-29.48088,7.080294,1.159703,17.19,1017.623,0,0,1,83
79949,79949,79949,46:35.9,-0.568865,-0.05420087,0.122074,-0.7324442,5.676443,-11.29185,17.19,1017.596,0,0,1,83
79950,79950,79950,46:36.0,-0.7182837,0.05566576,0.2436598,0.9155553,5.73748,-20.87466,17.19,1017.569,0,0,1,83
79951,79951,79951,46:36.1,-0.730491,-0.1494186,0.1850642,-20.63051,1.831111,-14.09955,17.19,1017.569,0,0,1,83
79952,79952,79952,46:36.2,-1.10062,-0.209479,-0.0380871,-15.74755,-2.502518,22.82784,17.19,1017.569,0,0,1,83
79953,79953,79953,46:36.2,-1.219275,-0.4077273,-0.04248177,7.507553,-19.16562,24.65896,17.19,1017.569,0,0,1,83
79954,79954,79954,46:36.3,-1.101108,-0.09375286,0.1572314,21.60711,-3.357036,0.06103702,17.19,1017.596,0,0,1,83
79955,79955,79955,46:36.4,-0.5219886,0.04687643,0.1210974,10.01007,6.469924,2.136296,17.19,1017.615,0,0,1,83
79956,79956,79956,46:36.5,-0.7685782,-0.1015656,-0.03613392,4.211555,-7.751701,-8.667256,17.19,1017.596,0,0,1,83
79957,79957,79957,46:36.6,-0.9590136,0.01367229,-0.001953185,9.582812,-22.15644,-15.56444,17.19,1017.596,0,0,1,83
79958,79958,79958,46:36.6,-1.081088,-0.1215857,-0.04248177,20.08118,-8.850368,2.441481,17.19,1017.623,0,0,1,83
79959,79959,79959,46:36.7,-0.9707327,-0.3535264,0.3007904,6.714072,2.86874,14.03851,17.19,1017.596,0,0,1,83
79960,79960,79960,46:36.8,-1.248085,-0.3427839,0.006836146,-15.74755,-5.12711,-9.887997,17.19,1017.623,0,0,1,83
79961,79961,79961,46:36.9,-0.5615406,0.04687643,-0.01904355,-10.86459,-10.80355,-12.08533,17.19,1017.65,0,0,1,83
79962,79962,79962,46:37.0,-0.6772668,-0.01074252,0.1079134,-6.34785,5.249184,-17.94488,17.19,1017.615,0,0,1,83
79963,79963,79963,46:37.0,-0.9048128,-0.2002014,0.08642842,-20.02014,7.080294,-12.51259,17.19,1017.642,0,0,1,83
79964,79964,79964,46:37.1,-0.9624317,-0.08056886,-0.005371258,-11.96326,12.63466,16.54103,17.19,1017.596,0,0,1,83
79965,79965,79965,46:37.2,-1.345256,-0.2534257,-0.267098,-6.34785,-10.07111,25.02518,17.19,1017.596,0,0,1,83
79966,79966,79966,46:37.3,-1.021027,-0.2026429,0.005371258,-13.00089,-5.12711,0.4272591,17.19,1017.588,0,0,1,83
79967,79967,79967,46:37.4,-0.6015809,-0.1811579,-0.07910398,-11.29185,1.709037,-13.184,17.19,1017.65,0,0,1,83
79968,79968,79968,46:37.4,-1.001984,-0.0385754,-0.0639668,-1.648,-10.31526,-20.26429,17.19,1017.67,0,0,1,83
79969,79969,79969,46:37.5,-1.015656,0.08740501,0.1552782,7.934813,0.9155553,-6.775109,17.19,1017.615,0,0,1,83
79970,79970,79970,46:37.6,-1.615284,-0.5864437,0.2475661,-6.653035,22.64473,32.53273,17.19,1017.623,0,0,1,83
79971,79971,79971,46:37.7,-1.064974,-0.4521622,0.006836146,-4.943998,24.41481,5.310221,17.19,1017.65,0,0,1,83
79972,79972,79972,46:37.8,-0.8579363,-0.1210974,0.08301035,3.662221,4.455702,-6.836146,17.19,1017.67,0,0,1,83
79973,79973,79973,46:37.8,-0.6255074,0.01074252,0.232429,22.88888,6.591998,-11.47496,17.19,1017.623,0,0,1,83
79974,79974,79974,46:37.9,-0.7627186,0.1254921,0.2187567,-2.807703,4.333628,-8.239998,17.18,1017.607,0,0,1,83
79975,79975,79975,46:38.0,-0.7710196,-0.2451247,0.2309641,-26.91733,4.943998,2.86874,17.18,1017.599,0,0,1,83
79976,79976,79976,46:38.1,-1.165563,-0.2363353,-0.01513718,-21.17985,-0.4882962,14.46577,17.18,1017.607,0,0,1,83
79977,79977,79977,46:38.2,-1.33549,-0.2973724,-0.05957213,13.97748,-11.0477,26.73421,17.18,1017.607,0,0,1,83
79978,79978,79978,46:38.2,-1.067904,-0.1948302,0.1064486,20.32533,-5.188147,0.9155553,17.18,1017.58,0,0,1,83
79979,79979,79979,46:38.3,-0.7798089,-0.05810724,0.1176794,1.342814,0.9155553,-15.44237,17.17,1017.618,0,0,1,83
79980,79980,79980,46:38.4,-0.6665242,-0.126957,0.06250191,-2.746666,-5.859554,-29.90814,17.18,1017.599,0,0,1,83
79981,79981,79981,46:38.5,-0.7661366,-0.2382885,-0.03320414,-1.648,-18.06696,-38.69747,17.18,1017.607,0,0,1,83
79982,79982,79982,46:38.6,-1.018586,-0.02734458,0.04785302,11.29185,-17.51762,-34.91317,17.18,1017.626,0,0,1,83
79983,79983,79983,46:38.6,-1.668996,-0.4565569,0.4521622,17.88385,22.40059,26.5511,17.18,1017.58,0,0,1,83
79984,79984,79984,46:38.7,-0.9204382,-0.314951,0.06006043,-6.225776,24.59792,14.52681,17.18,1017.553,0,0,1,83
79985,79985,79985,46:38.8,-1.006867,-0.4707175,-0.04248177,-37.84295,-5.371258,8.362072,17.18,1017.58,0,0,1,83
79986,79986,79986,46:38.9,-0.6128117,0.013184,0.06787317,11.29185,-1.342814,-9.887997,17.18,1017.58,0,0,1,83
79987,79987,79987,46:39.0,-0.7241432,-0.1870174,0.161626,1.037629,-0.3051851,6.225776,17.18,1017.607,0,0,1,83
79988,79988,79988,46:39.0,-2.12067,-0.6699423,-0.01757866,-2.441481,-16.72414,44.25184,17.17,1017.646,0,0,1,83
79989,79989,79989,46:39.1,-1.105014,-0.3886837,0.02343822,3.234962,-45.04532,20.38636,17.17,1017.673,0,0,1,83
79990,79990,79990,46:39.2,-0.6103702,-0.07861568,0.04541154,20.4474,-18.73837,-9.338664,17.18,1017.654,0,0,1,83
79991,79991,79991,46:39.3,-0.6899624,-0.1362346,-0.06543168,11.0477,-15.86963,-15.5034,17.18,1017.634,0,0,1,83
79992,79992,79992,46:39.4,-1.016144,-0.1030305,-0.1127964,3.112888,-16.29688,-19.77599,17.18,1017.689,0,0,1,83
79993,79993,79993,46:39.4,-0.9873348,0.09912412,-0.0253914,7.934813,-5.371258,-22.0954,17.18,1017.716,0,0,1,83
79994,79994,79994,46:39.5,-1.273965,-0.5923032,0.1250038,-6.591998,6.897183,7.141331,17.17,1017.673,0,0,1,83
79995,79995,79995,46:39.6,-1.336955,-0.6513871,-0.0502945,-1.953185,18.86044,-2.319407,17.18,1017.681,0,0,1,83
79996,79996,79996,46:39.7,-0.6675009,-0.1684622,-0.06836146,-1.159703,-6.469924,-4.150517,17.18,1017.654,0,0,1,83
79997,79997,79997,46:39.8,-0.4951323,-0.1049837,0.01562548,23.7434,-0.6103702,-12.02429,17.18,1017.681,0,0,1,83
79998,79998,79998,46:39.8,-0.6777551,-0.1440474,0.192877,19.89807,1.159703,-3.47911,17.17,1017.673,0,0,1,83
79999,79999,79999,46:39.9,-0.8686789,-0.2382885,0.06738487,1.770074,0.0,19.9591,17.17,1017.693,0,0,1,83
80000,80000,80000,46:40.0,-1.655324,-0.5947447,-0.2749107,-13.30607,-22.70577,39.30784,17.17,1017.693,0,0,1,83
